species,year,annual,cumulative,case
Biogenic CO2,2081,2.7160906897992485e-10,1.7539178260143233e-08,GEN
Biogenic CO2,2082,6.62989750478797e-11,1.7605477235191113e-08,GEN
Biogenic CO2,2083,2.557328225592305e-10,1.7861210057750343e-08,GEN
Biogenic CO2,2084,5.18811464736407e-10,1.8380021522486748e-08,GEN
Biogenic CO2,2085,2.673477864126747e-10,1.8647369308899423e-08,GEN
Biogenic CO2,2086,6.668042639888365e-11,1.8714049735298307e-08,GEN
Biogenic CO2,2087,2.4832974913523073e-10,1.8962379484433538e-08,GEN
Biogenic CO2,2088,5.07456851195506e-10,1.9469836335629045e-08,GEN
Biogenic CO2,2089,2.6347550429857125e-10,1.9733311839927617e-08,GEN
Biogenic CO2,2090,6.50096726108111e-11,1.9798321512538428e-08,GEN
Biogenic CO2,2091,2.441525241216312e-10,2.0042474036660056e-08,GEN
Biogenic CO2,2092,4.969730539988184e-10,2.0539447090658876e-08,GEN
Biogenic CO2,2093,2.5996441179051107e-10,2.0799411502449388e-08,GEN
Biogenic CO2,2094,2.4442932057543406e-10,2.1043840823024822e-08,GEN
Biogenic CO2,2095,6.223716686023236e-11,2.1106077989885052e-08,GEN
Biogenic CO2,2096,4.846524534546153e-10,2.159073044333967e-08,GEN
Biogenic CO2,2097,2.568193737605483e-10,2.1847549817100216e-08,GEN
Biogenic CO2,2098,2.433568333202087e-10,2.2090906650420426e-08,GEN
Biogenic CO2,2099,6.089098501852252e-11,2.215179763543895e-08,GEN
Biogenic CO2,2100,2.3852173798147997e-10,2.2390319373420427e-08,GEN
Biogenic CO2,2101,2.4023524567691545e-10,2.2630554619097343e-08,GEN
Biogenic CO2,2102,2.508699001153411e-10,2.2881424519212685e-08,GEN
Biogenic CO2,2103,2.552312553987699e-10,2.3136655774611455e-08,GEN
Biogenic CO2,2104,2.7941405837362003e-10,2.3416069832985076e-08,GEN
Biogenic CO2,2105,2.3565177791251395e-10,2.3651721610897588e-08,GEN
Biogenic CO2,2106,2.4516060363490747e-10,2.3896882214532496e-08,GEN
Biogenic CO2,2107,2.516462593495867e-10,2.4148528473882083e-08,GEN
Biogenic CO2,2108,2.784085164340887e-10,2.442693699031617e-08,GEN
Biogenic CO2,2109,2.3181035588574063e-10,2.465874734620191e-08,GEN
Biogenic CO2,2110,2.396702104670311e-10,2.4898417556668944e-08,GEN
Biogenic CO2,2111,2.4833343390080824e-10,2.514675099056975e-08,GEN
Biogenic CO2,2112,2.7626749673323204e-10,2.5423018487302982e-08,GEN
Biogenic CO2,2113,2.2883185000196607e-10,2.565185033730495e-08,GEN
Biogenic CO2,2114,2.3522568038888006e-10,2.588707601769383e-08,GEN
Biogenic CO2,2115,2.452647714624515e-10,2.6132340789156282e-08,GEN
Biogenic CO2,2116,2.7409720668940677e-10,2.640643799584569e-08,GEN
Biogenic CO2,2117,2.2608394352347387e-10,2.663252193936916e-08,GEN
Biogenic CO2,2118,2.3127443428603007e-10,2.686379637365519e-08,GEN
Biogenic CO2,2119,2.4241564498821393e-10,2.7106212018643406e-08,GEN
Biogenic CO2,2120,2.719424116560591e-10,2.7378154430299465e-08,GEN
Biogenic CO2,2121,2.2354904947201783e-10,2.760170347977148e-08,GEN
Biogenic CO2,2122,2.277196679248238e-10,2.7829423147696308e-08,GEN
Biogenic CO2,2123,2.397641629972686e-10,2.8069187310693576e-08,GEN
Biogenic CO2,2124,2.3912983584306777e-10,2.8308317146536643e-08,GEN
CO2 in air,2026,3.7248438506679735e-10,3.7248438506679735e-10,GEN
CO2 in air,2027,3.5968072488580215e-10,7.321651099525996e-10,GEN
CO2 in air,2028,6.926898012902807e-10,1.4248549112428803e-09,GEN
CO2 in air,2029,2.559151896744972e-11,1.45044643021033e-09,GEN
CO2 in air,2030,3.278958845570589e-10,1.778342314767389e-09,GEN
CO2 in air,2031,3.2468123654938454e-10,2.1030235513167734e-09,GEN
CO2 in air,2032,6.503041471337009e-10,2.753327698450474e-09,GEN
CO2 in air,2033,4.27657140348025e-11,2.7960934124852767e-09,GEN
CO2 in air,2034,3.1064720923619526e-10,3.106740621721472e-09,GEN
CO2 in air,2035,3.1060913799405095e-10,3.4173497597155232e-09,GEN
CO2 in air,2036,6.333804469876606e-10,4.050730206703183e-09,GEN
CO2 in air,2037,5.3999819984776265e-11,4.10473002668796e-09,GEN
CO2 in air,2038,3.021681025953903e-10,4.40689812928335e-09,GEN
CO2 in air,2039,3.027851440100258e-10,4.709683273293376e-09,GEN
CO2 in air,2040,6.227252686788199e-10,5.332408541972195e-09,GEN
CO2 in air,2041,6.138666378931289e-11,5.3937952057615084e-09,GEN
CO2 in air,2042,2.9640426011149607e-10,5.690199465873004e-09,GEN
CO2 in air,2043,2.9717450139627064e-10,5.987373967269276e-09,GEN
CO2 in air,2044,6.123519843568617e-10,6.599725951626137e-09,GEN
CO2 in air,2045,6.554534942069477e-11,6.665271301046832e-09,GEN
CO2 in air,2046,2.90961966174748e-10,6.95623326722158e-09,GEN
CO2 in air,2047,2.9184995058000815e-10,7.248083217801588e-09,GEN
CO2 in air,2048,6.03658676998745e-10,7.851741894800333e-09,GEN
CO2 in air,2049,6.886581097806858e-11,7.920607705778402e-09,GEN
CO2 in air,2050,2.864625507299199e-10,8.207070256508322e-09,GEN
CO2 in air,2051,2.939071489919592e-10,8.50097740550028e-09,GEN
CO2 in air,2052,6.081721443450581e-10,9.109149549845338e-09,GEN
CO2 in air,2053,7.727051649606556e-11,9.186420066341404e-09,GEN
CO2 in air,2054,2.8264070294803684e-10,9.46906076928944e-09,GEN
CO2 in air,2055,2.8897323906399576e-10,9.758034008353437e-09,GEN
CO2 in air,2056,6.021672560418183e-10,1.0360201264395256e-08,GEN
CO2 in air,2057,8.021596351824995e-11,1.0440417227913504e-08,GEN
CO2 in air,2058,2.8028687722654057e-10,1.0720704105140046e-08,GEN
CO2 in air,2059,2.8535387294649936e-10,1.1006057978086544e-08,GEN
CO2 in air,2060,5.96308833863872e-10,1.1602366811950417e-08,GEN
CO2 in air,2061,2.8521763087845667e-10,1.1887584442828875e-08,GEN
CO2 in air,2062,8.053132897661615e-11,1.196811577180549e-08,GEN
CO2 in air,2063,2.824148012059171e-10,1.2250530573011407e-08,GEN
CO2 in air,2064,5.870041672970024e-10,1.283753474030841e-08,GEN
CO2 in air,2065,2.8760404720942557e-10,1.3125138787517834e-08,GEN
CO2 in air,2066,8.313257896814876e-11,1.3208271366485984e-08,GEN
CO2 in air,2067,2.8010886731549116e-10,1.3488380233801475e-08,GEN
CO2 in air,2068,5.800032968984349e-10,1.406838353069991e-08,GEN
CO2 in air,2069,2.894672789171781e-10,1.4357850809617087e-08,GEN
CO2 in air,2070,8.577126225028364e-11,1.4443622071867371e-08,GEN
CO2 in air,2071,2.7926650408863903e-10,1.472288857595601e-08,GEN
CO2 in air,2072,5.767686584591779e-10,1.5299657234415188e-08,GEN
CO2 in air,2073,2.915514400892315e-10,1.559120867450442e-08,GEN
CO2 in air,2074,8.842748750483279e-11,1.5679636162009254e-08,GEN
CO2 in air,2075,2.7769151090873473e-10,1.5957327672917986e-08,GEN
CO2 in air,2076,5.69698091901043e-10,1.652702576481903e-08,GEN
CO2 in air,2077,2.8941249534786934e-10,1.6816438260166898e-08,GEN
CO2 in air,2078,8.615021848768924e-11,1.690258847865459e-08,GEN
CO2 in air,2079,2.6996140922168523e-10,1.7172549887876273e-08,GEN
CO2 in air,2080,5.524869642961775e-10,1.7725036852172452e-08,GEN
CO2 in air,2081,2.8403832969576275e-10,1.8009075181868214e-08,GEN
CO2 in air,2082,8.320375233463525e-11,1.8092278934202848e-08,GEN
CO2 in air,2083,2.6371247678075776e-10,1.8355991410983608e-08,GEN
CO2 in air,2084,5.384108354451173e-10,1.8894402246428724e-08,GEN
CO2 in air,2085,2.7949625151638937e-10,1.9173898497945114e-08,GEN
CO2 in air,2086,8.439285312996145e-11,1.9258291351075076e-08,GEN
CO2 in air,2087,2.547932033133296e-10,1.9513084554388405e-08,GEN
CO2 in air,2088,5.26183248571082e-10,2.0039267802959488e-08,GEN
CO2 in air,2089,2.755025082276881e-10,2.0314770311187176e-08,GEN
CO2 in air,2090,8.23288163590967e-11,2.0397099127546273e-08,GEN
CO2 in air,2091,2.5059270823646917e-10,2.064769183578274e-08,GEN
CO2 in air,2092,5.146793294396721e-10,2.1162371165222412e-08,GEN
CO2 in air,2093,2.719530422215191e-10,2.1434324207443933e-08,GEN
CO2 in air,2094,2.5295476428608985e-10,2.168727897173002e-08,GEN
CO2 in air,2095,7.850856211968208e-11,2.1765787533849704e-08,GEN
CO2 in air,2096,4.999950223331673e-10,2.2265782556182872e-08,GEN
CO2 in air,2097,2.687961235257003e-10,2.253457867970857e-08,GEN
CO2 in air,2098,2.529313249010193e-10,2.278751000460959e-08,GEN
CO2 in air,2099,7.67369538541659e-11,2.2864246958463756e-08,GEN
CO2 in air,2100,2.458905887092986e-10,2.3110137547173057e-08,GEN
CO2 in air,2101,2.486588356318727e-10,2.335879638280493e-08,GEN
CO2 in air,2102,2.6113556295496813e-10,2.3619931945759895e-08,GEN
CO2 in air,2103,2.67713232313489e-10,2.3887645178073385e-08,GEN
CO2 in air,2104,2.9906984244971425e-10,2.41867150205231e-08,GEN
CO2 in air,2105,2.4349390132770776e-10,2.4430208921850806e-08,GEN
CO2 in air,2106,2.547191723288045e-10,2.468492809417961e-08,GEN
CO2 in air,2107,2.6387347570350327e-10,2.4948801569883115e-08,GEN
CO2 in air,2108,2.98120066706397e-10,2.5246921636589513e-08,GEN
CO2 in air,2109,2.3913207570473143e-10,2.5486053712294243e-08,GEN
CO2 in air,2110,2.489630045994172e-10,2.573501671689366e-08,GEN
CO2 in air,2111,2.6032790887447423e-10,2.5995344625768135e-08,GEN
CO2 in air,2112,2.9567787967125353e-10,2.629102250543939e-08,GEN
CO2 in air,2113,2.3600540731740635e-10,2.6527027912756796e-08,GEN
CO2 in air,2114,2.4429964104813076e-10,2.6771327553804925e-08,GEN
CO2 in air,2115,2.5704608238767614e-10,2.7028373636192602e-08,GEN
CO2 in air,2116,2.9327799556714776e-10,2.732165163175975e-08,GEN
CO2 in air,2117,2.3314064426959695e-10,2.7554792276029347e-08,GEN
CO2 in air,2118,2.4008222278679105e-10,2.779487449881614e-08,GEN
CO2 in air,2119,2.540013050276163e-10,2.8048875803843755e-08,GEN
CO2 in air,2120,2.9099655500774736e-10,2.83398723588515e-08,GEN
CO2 in air,2121,2.3049792446835547e-10,2.8570370283319858e-08,GEN
CO2 in air,2122,2.3619907125473503e-10,2.8806569354574592e-08,GEN
CO2 in air,2123,2.5116988403776496e-10,2.9057739238612358e-08,GEN
CO2 in air,2124,2.504928361520647e-10,2.930823207476442e-08,GEN
Fossil CH4,2026,1.7704002745591879e-09,1.7704002745591879e-09,GEN
Fossil CH4,2027,1.8714695498462166e-09,3.6418698244054043e-09,GEN
Fossil CH4,2028,3.951023211919572e-09,7.592893036324978e-09,GEN
Fossil CH4,2029,5.78568604225454e-10,8.171461640550431e-09,GEN
Fossil CH4,2030,1.8148899018481427e-09,9.986351542398574e-09,GEN
Fossil CH4,2031,1.8592597449695766e-09,1.184561128736815e-08,GEN
Fossil CH4,2032,3.914316261564791e-09,1.575992754893294e-08,GEN
Fossil CH4,2033,8.266847154758697e-10,1.6586612264408812e-08,GEN
Fossil CH4,2034,1.677272774061155e-09,1.8263885038469967e-08,GEN
Fossil CH4,2035,1.676392911697267e-09,1.9940277950167233e-08,GEN
Fossil CH4,2036,3.480942766748634e-09,2.3421220716915868e-08,GEN
Fossil CH4,2037,8.39389958727232e-10,2.42606106756431e-08,GEN
Fossil CH4,2038,1.4098677852063315e-09,2.5670478460849432e-08,GEN
Fossil CH4,2039,1.3718991559392006e-09,2.7042377616788633e-08,GEN
Fossil CH4,2040,2.768384108903988e-09,2.981076172569262e-08,GEN
Fossil CH4,2041,6.876625083694172e-10,3.049842423406204e-08,GEN
Fossil CH4,2042,1.0672704878145095e-09,3.1565694721876545e-08,GEN
Fossil CH4,2043,1.0249556633920622e-09,3.2590650385268606e-08,GEN
Fossil CH4,2044,2.060902365271431e-09,3.465155275054004e-08,GEN
Fossil CH4,2045,5.220911326850116e-10,3.5173643883225054e-08,GEN
Fossil CH4,2046,7.882231743389384e-10,3.596186705756399e-08,GEN
Fossil CH4,2047,7.548282000520412e-10,3.671669525761603e-08,GEN
Fossil CH4,2048,1.5179411572553935e-09,3.8234636414871425e-08,GEN
Fossil CH4,2049,3.907587054926547e-10,3.862539512036408e-08,GEN
Fossil CH4,2050,5.791451945377321e-10,3.920454031490181e-08,GEN
Fossil CH4,2051,5.70052315277067e-10,3.977459263017888e-08,GEN
Fossil CH4,2052,1.144479054120489e-09,4.0919071684299366e-08,GEN
Fossil CH4,2053,3.0426678041218524e-10,4.122333846471155e-08,GEN
Fossil CH4,2054,4.262193029456418e-10,4.164955776765719e-08,GEN
Fossil CH4,2055,4.198563329388248e-10,4.206941410059602e-08,GEN
